Seizure,Eth,USD,Take,Refund,CumTake,ShardToEth,Prize,CumPrize
54,0.0762742957,228.8228871,0.0003813714785,0.07589292422,0.01680280629,0.0003813714785,0.0001906857392,0.008401403145
55,0.07688449006,230.6534702,0.0003844224503,0.07650006761,0.01718722874,0.0003844224503,0.0001922112252,0.00859361437
56,0.07749956598,232.498698,0.0003874978299,0.07711206815,0.01757472657,0.0003874978299,0.000193748915,0.008787363285
57,0.07811956251,234.3586875,0.0003905978126,0.0777289647,0.01796532438,0.0003905978126,0.0001952989063,0.008982662191
58,0.07874451901,236.233557,0.0003937225951,0.07835079642,0.01835904698,0.0003937225951,0.0001968612975,0.009179523489
59,0.07937447516,238.1234255,0.0003968723758,0.07897760279,0.01875591935,0.0003968723758,0.0001984361879,0.009377959677
60,0.08000947097,240.0284129,0.0004000473548,0.07960942361,0.01915596671,0.0004000473548,0.0002000236774,0.009577983354
61,0.08064954673,241.9486402,0.0004032477337,0.080246299,0.01955921444,0.0004032477337,0.0002016238668,0.009779607221
62,0.08129474311,243.8842293,0.0004064737155,0.08088826939,0.01996568816,0.0004064737155,0.0002032368578,0.009982844079
63,0.08194510105,245.8353032,0.0004097255053,0.08153537555,0.02037541366,0.0004097255053,0.0002048627526,0.01018770683
64,0.08260066186,247.8019856,0.0004130033093,0.08218765855,0.02078841697,0.0004130033093,0.0002065016546,0.01039420849
65,0.08326146715,249.7844015,0.0004163073358,0.08284515982,0.02120472431,0.0004163073358,0.0002081536679,0.01060236215
66,0.08392755889,251.7826767,0.0004196377945,0.0835079211,0.0216243621,0.0004196377945,0.0002098188972,0.01081218105
67,0.08459897936,253.7969381,0.0004229948968,0.08417598447,0.022047357,0.0004229948968,0.0002114974484,0.0110236785
68,0.0852757712,255.8273136,0.000426378856,0.08484939234,0.02247373585,0.000426378856,0.000213189428,0.01123686793
69,0.08595797737,257.8739321,0.0004297898868,0.08552818748,0.02290352574,0.0004297898868,0.0002148949434,0.01145176287
70,0.08664564119,259.9369236,0.0004332282059,0.08621241298,0.02333675395,0.0004332282059,0.000216614103,0.01166837697
71,0.08733880632,262.0164189,0.0004366940316,0.08690211228,0.02377344798,0.0004366940316,0.0002183470158,0.01188672399
72,0.08803751677,264.1125503,0.0004401875838,0.08759732918,0.02421363556,0.0004401875838,0.0002200937919,0.01210681778
73,0.0887418169,266.2254507,0.0004437090845,0.08829810782,0.02465734465,0.0004437090845,0.0002218545423,0.01232867232
74,0.08945175144,268.3552543,0.0004472587572,0.08900449268,0.0251046034,0.0004472587572,0.0002236293786,0.0125523017
75,0.09016736545,270.5020963,0.0004508368272,0.08971652862,0.02555544023,0.0004508368272,0.0002254184136,0.01277772012
76,0.09088870437,272.6661131,0.0004544435219,0.09043426085,0.02600988375,0.0004544435219,0.0002272217609,0.01300494188
77,0.09161581401,274.847442,0.00045807907,0.09115773494,0.02646796282,0.00045807907,0.000229039535,0.01323398141
78,0.09234874052,277.0462216,0.0004617437026,0.09188699682,0.02692970653,0.0004617437026,0.0002308718513,0.01346485326
79,0.09308753044,279.2625913,0.0004654376522,0.09262209279,0.02739514418,0.0004654376522,0.0002327188261,0.01369757209
80,0.09383223069,281.4966921,0.0004691611534,0.09336306953,0.02786430533,0.0004691611534,0.0002345805767,0.01393215267
81,0.09458288853,283.7486656,0.0004729144427,0.09410997409,0.02833721977,0.0004729144427,0.0002364572213,0.01416860989
82,0.09533955164,286.0186549,0.0004766977582,0.09486285388,0.02881391753,0.0004766977582,0.0002383488791,0.01440695877
83,0.09610226805,288.3068042,0.0004805113403,0.09562175671,0.02929442887,0.0004805113403,0.0002402556701,0.01464721444
84,0.0968710862,290.6132586,0.000484355431,0.09638673077,0.0297787843,0.000484355431,0.0002421777155,0.01488939215
85,0.09764605489,292.9381647,0.0004882302744,0.09715782461,0.03026701458,0.0004882302744,0.0002441151372,0.01513350729
86,0.09842722333,295.28167,0.0004921361166,0.09793508721,0.0307591507,0.0004921361166,0.0002460680583,0.01537957535
87,0.09921464111,297.6439233,0.0004960732056,0.09871856791,0.0312552239,0.0004960732056,0.0002480366028,0.01562761195
88,0.1000083582,300.0250747,0.0005000417912,0.09950831645,0.03175526569,0.0005000417912,0.0002500208956,0.01587763285
89,0.1008084251,302.4252753,0.0005040421255,0.100304383,0.03225930782,0.0005040421255,0.0002520210628,0.01612965391
90,0.1016148925,304.8446775,0.0005080744625,0.101106818,0.03276738228,0.0005080744625,0.0002540372313,0.01638369114
91,0.1024278116,307.2834349,0.0005121390582,0.1019156726,0.03327952134,0.0005121390582,0.0002560695291,0.01663976067
92,0.1032472341,309.7417024,0.0005162361707,0.102730998,0.03379575751,0.0005162361707,0.0002581180854,0.01689787875
93,0.104073212,312.219636,0.0005203660601,0.103552846,0.03431612357,0.0005203660601,0.00026018303,0.01715806178
94,0.1049057977,314.7173931,0.0005245289886,0.1043812687,0.03484065256,0.0005245289886,0.0002622644943,0.01742032628
95,0.1057450441,317.2351323,0.0005287252205,0.1052163189,0.03536937778,0.0005287252205,0.0002643626102,0.01768468889
96,0.1065910044,319.7730133,0.0005329550222,0.1060580494,0.0359023328,0.0005329550222,0.0002664775111,0.0179511664
97,0.1074437325,322.3311974,0.0005372186624,0.1069065138,0.03643955146,0.0005372186624,0.0002686093312,0.01821977573
98,0.1083032823,324.909847,0.0005415164117,0.1077617659,0.03698106787,0.0005415164117,0.0002707582059,0.01849053394
99,0.1091697086,327.5091258,0.000545848543,0.1086238601,0.03752691642,0.000545848543,0.0002729242715,0.01876345821
100,0.1100430663,330.1291988,0.0005502153313,0.1094928509,0.03807713175,0.0005502153313,0.0002751076657,0.01903856587
101,0.1109234108,332.7702324,0.000554617054,0.1103687937,0.0386317488,0.000554617054,0.000277308527,0.0193158744
102,0.1118107981,335.4323943,0.0005590539904,0.1112517441,0.03919080279,0.0005590539904,0.0002795269952,0.0195954014
103,0.1127052845,338.1158534,0.0005635264223,0.112141758,0.03975432922,0.0005635264223,0.0002817632112,0.01987716461
104,0.1136069267,340.8207802,0.0005680346337,0.1130388921,0.04032236385,0.0005680346337,0.0002840173169,0.02016118192
105,0.1145157822,343.5473465,0.0005725789108,0.1139432032,0.04089494276,0.0005725789108,0.0002862894554,0.02044747138
106,0.1154319084,346.2957252,0.0005771595421,0.1148547489,0.0414721023,0.0005771595421,0.000288579771,0.02073605115
107,0.1163553637,349.066091,0.0005817768184,0.1157735869,0.04205387912,0.0005817768184,0.0002908884092,0.02102693956
108,0.1172862066,351.8586198,0.000586431033,0.1166997756,0.04264031015,0.000586431033,0.0002932155165,0.02132015508
109,0.1182244962,354.6734887,0.0005911224812,0.1176333738,0.04323143263,0.0005911224812,0.0002955612406,0.02161571632
110,0.1191702922,357.5108766,0.0005958514611,0.1185744408,0.0438272841,0.0005958514611,0.0002979257305,0.02191364205
111,0.1201236546,360.3709637,0.0006006182728,0.1195230363,0.04442790237,0.0006006182728,0.0003003091364,0.02221395118
112,0.1210846438,363.2539314,0.0006054232189,0.1204792206,0.04503332559,0.0006054232189,0.0003027116095,0.02251666279
113,0.1220533209,366.1599628,0.0006102666047,0.1214430543,0.04564359219,0.0006102666047,0.0003051333023,0.0228217961
114,0.1230297475,369.0892425,0.0006151487375,0.1224145988,0.04625874093,0.0006151487375,0.0003075743688,0.02312937046
115,0.1240139855,372.0419565,0.0006200699274,0.1233939156,0.04687881086,0.0006200699274,0.0003100349637,0.02343940543
116,0.1250060974,375.0182921,0.0006250304869,0.1243810669,0.04750384134,0.0006250304869,0.0003125152434,0.02375192067
117,0.1260061462,378.0184385,0.0006300307308,0.1253761154,0.04813387207,0.0006300307308,0.0003150153654,0.02406693604
118,0.1270141953,381.042586,0.0006350709766,0.1263791243,0.04876894305,0.0006350709766,0.0003175354883,0.02438447153
119,0.1280303089,384.0909266,0.0006401515444,0.1273901573,0.0494090946,0.0006401515444,0.0003200757722,0.0247045473
120,0.1290545514,387.1636541,0.0006452727568,0.1284092786,0.05005436735,0.0006452727568,0.0003226363784,0.02502718368
121,0.1300869878,390.2609633,0.0006504349388,0.1294365528,0.05070480229,0.0006504349388,0.0003252174694,0.02535240115
122,0.1311276837,393.383051,0.0006556384183,0.1304720452,0.05136044071,0.0006556384183,0.0003278192092,0.02568022035
123,0.1321767051,396.5301154,0.0006608835257,0.1315158216,0.05202132424,0.0006608835257,0.0003304417628,0.02601066212
124,0.1332341188,399.7023563,0.0006661705939,0.1325679482,0.05268749483,0.0006661705939,0.0003330852969,0.02634374741
125,0.1342999917,402.8999752,0.0006714999586,0.1336284918,0.05335899479,0.0006714999586,0.0003357499793,0.02667949739
126,0.1353743917,406.123175,0.0006768719583,0.1346975197,0.05403586675,0.0006768719583,0.0003384359792,0.02701793337
127,0.1364573868,409.3721604,0.000682286934,0.1357750999,0.05471815368,0.000682286934,0.000341143467,0.02735907684
128,0.1375490459,412.6471377,0.0006877452294,0.1368613007,0.05540589891,0.0006877452294,0.0003438726147,0.02770294945
129,0.1386494383,415.9483148,0.0006932471913,0.1379561911,0.0560991461,0.0006932471913,0.0003466235956,0.02804957305
130,0.1397586338,419.2759013,0.0006987931688,0.1390598406,0.05679793927,0.0006987931688,0.0003493965844,0.02839896963
131,0.1408767028,422.6301085,0.0007043835142,0.1401723193,0.05750232278,0.0007043835142,0.0003521917571,0.02875116139
132,0.1420037165,426.0111494,0.0007100185823,0.1412936979,0.05821234137,0.0007100185823,0.0003550092911,0.02910617068
133,0.1431397462,429.4192386,0.0007156987309,0.1424240475,0.0589280401,0.0007156987309,0.0003578493655,0.02946402005
134,0.1442848642,432.8545925,0.0007214243208,0.1435634398,0.05964946442,0.0007214243208,0.0003607121604,0.02982473221
135,0.1454391431,436.3174292,0.0007271957153,0.1447119474,0.06037666013,0.0007271957153,0.0003635978577,0.03018833007
136,0.1466026562,439.8079686,0.0007330132811,0.1458696429,0.06110967341,0.0007330132811,0.0003665066405,0.03055483671
137,0.1477754775,443.3264324,0.0007388773873,0.1470366001,0.0618485508,0.0007388773873,0.0003694386937,0.0309242754
138,0.1489576813,446.8730438,0.0007447884064,0.1482128929,0.06259333921,0.0007447884064,0.0003723942032,0.0312966696
139,0.1501493427,450.4480282,0.0007507467137,0.149398596,0.06334408592,0.0007507467137,0.0003753733568,0.03167204296
140,0.1513505375,454.0516124,0.0007567526874,0.1505937848,0.06410083861,0.0007567526874,0.0003783763437,0.0320504193
141,0.1525613418,457.6840253,0.0007628067089,0.1517985351,0.06486364532,0.0007628067089,0.0003814033544,0.03243182266
142,0.1537818325,461.3454975,0.0007689091625,0.1530129233,0.06563255448,0.0007689091625,0.0003844545813,0.03281627724
143,0.1550120872,465.0362615,0.0007750604358,0.1542370267,0.06640761492,0.0007750604358,0.0003875302179,0.03320380746
144,0.1562521839,468.7565516,0.0007812609193,0.1554709229,0.06718887584,0.0007812609193,0.0003906304597,0.03359443792
145,0.1575022013,472.506604,0.0007875110067,0.1567146903,0.06797638684,0.0007875110067,0.0003937555033,0.03398819342
146,0.1587622189,476.2866568,0.0007938110947,0.1579684079,0.06877019794,0.0007938110947,0.0003969055474,0.03438509897
147,0.1600323167,480.0969501,0.0008001615835,0.1592321551,0.06957035952,0.0008001615835,0.0004000807917,0.03478517976
148,0.1613125752,483.9377257,0.0008065628762,0.1605060124,0.0703769224,0.0008065628762,0.0004032814381,0.0351884612
149,0.1626030758,487.8092275,0.0008130153792,0.1617900605,0.07118993778,0.0008130153792,0.0004065076896,0.03559496889
150,0.1639039004,491.7117013,0.0008195195022,0.1630843809,0.07200945728,0.0008195195022,0.0004097597511,0.03600472864
151,0.1652151316,495.6453949,0.0008260756582,0.164389056,0.07283553294,0.0008260756582,0.0004130378291,0.03641776647
152,0.1665368527,499.6105581,0.0008326842635,0.1657041684,0.0736682172,0.0008326842635,0.0004163421317,0.0368341086
153,0.1678691475,503.6074426,0.0008393457376,0.1670298018,0.07450756294,0.0008393457376,0.0004196728688,0.03725378147
154,0.1692121007,507.6363021,0.0008460605035,0.1683660402,0.07535362344,0.0008460605035,0.0004230302517,0.03767681172
155,0.1705657975,511.6973925,0.0008528289875,0.1697129685,0.07620645243,0.0008528289875,0.0004264144938,0.03810322621
156,0.1719303239,515.7909717,0.0008596516194,0.1710706723,0.07706610405,0.0008596516194,0.0004298258097,0.03853305202
157,0.1733057665,519.9172994,0.0008665288324,0.1724392376,0.07793263288,0.0008665288324,0.0004332644162,0.03896631644
158,0.1746922126,524.0766378,0.000873461063,0.1738187515,0.07880609394,0.000873461063,0.0004367305315,0.03940304697
159,0.1760897503,528.2692509,0.0008804487515,0.1752093016,0.07968654269,0.0008804487515,0.0004402243758,0.03984327135
160,0.1774984683,532.4954049,0.0008874923416,0.176610976,0.08057403504,0.0008874923416,0.0004437461708,0.04028701752
161,0.1789184561,536.7553682,0.0008945922803,0.1780238638,0.08146862732,0.0008945922803,0.0004472961401,0.04073431366
162,0.1803498037,541.0494111,0.0009017490185,0.1794480547,0.08237037634,0.0009017490185,0.0004508745093,0.04118518817
163,0.1817926021,545.3778064,0.0009089630107,0.1808836391,0.08327933935,0.0009089630107,0.0004544815053,0.04163966967
164,0.183246943,549.7408289,0.0009162347148,0.1823307082,0.08419557406,0.0009162347148,0.0004581173574,0.04209778703
165,0.1847129185,554.1387555,0.0009235645925,0.1837893539,0.08511913865,0.0009235645925,0.0004617822962,0.04255956933
166,0.1861906218,558.5718655,0.0009309531092,0.1852596687,0.08605009176,0.0009309531092,0.0004654765546,0.04302504588
167,0.1876801468,563.0404405,0.0009384007341,0.1867417461,0.0869884925,0.0009384007341,0.000469200367,0.04349424625
168,0.189181588,567.544764,0.00094590794,0.1882356801,0.08793440044,0.00094590794,0.00047295397,0.04396720022
169,0.1906950407,572.0851221,0.0009534752035,0.1897415655,0.08888787564,0.0009534752035,0.0004767376017,0.04444393782
170,0.192220601,576.6618031,0.0009611030051,0.191259498,0.08984897864,0.0009611030051,0.0004805515026,0.04492448932
171,0.1937583658,581.2750975,0.0009687918292,0.192789574,0.09081777047,0.0009687918292,0.0004843959146,0.04540888524
172,0.1953084328,585.9252983,0.0009765421638,0.1943318906,0.09179431264,0.0009765421638,0.0004882710819,0.04589715632
173,0.1968709002,590.6127007,0.0009843545011,0.1958865457,0.09277866714,0.0009843545011,0.0004921772506,0.04638933357
174,0.1984458674,595.3376023,0.0009922293371,0.1974536381,0.09377089648,0.0009922293371,0.0004961146686,0.04688544824
175,0.2000334344,600.1003031,0.001000167172,0.1990332672,0.09477106365,0.001000167172,0.0005000835859,0.04738553182
176,0.2016337018,604.9011055,0.001008168509,0.2006255333,0.09577923216,0.001008168509,0.0005040842546,0.04788961608
177,0.2032467715,609.7403144,0.001016233857,0.2022305376,0.09679546601,0.001016233857,0.0005081169286,0.04839773301
178,0.2048727456,614.6182369,0.001024363728,0.2038483819,0.09781982974,0.001024363728,0.0005121818641,0.04890991487
179,0.2065117276,619.5351828,0.001032558638,0.2054791689,0.09885238838,0.001032558638,0.000516279319,0.04942619419
180,0.2081638214,624.4914642,0.001040819107,0.2071230023,0.09989320749,0.001040819107,0.0005204095535,0.04994660374
181,0.209829132,629.4873959,0.00104914566,0.2087799863,0.1009423531,0.00104914566,0.0005245728299,0.05047117657
182,0.211507765,634.5232951,0.001057538825,0.2104502262,0.101999892,0.001057538825,0.0005287694126,0.05099994599
183,0.2131998272,639.5994815,0.001065999136,0.212133828,0.1030658911,0.001065999136,0.0005329995679,0.05153294555
184,0.2149054258,644.7162773,0.001074527129,0.2138308986,0.1041404182,0.001074527129,0.0005372635644,0.05207020912
185,0.2166246692,649.8740075,0.001083123346,0.2155415458,0.1052235416,0.001083123346,0.0005415616729,0.05261177079
186,0.2183576665,655.0729996,0.001091788333,0.2172658782,0.1063153299,0.001091788333,0.0005458941663,0.05315766496
187,0.2201045279,660.3135836,0.001100522639,0.2190040052,0.1074158526,0.001100522639,0.0005502613197,0.05370792628
188,0.2218653641,665.5960923,0.00110932682,0.2207560373,0.1085251794,0.00110932682,0.0005546634102,0.05426258969
189,0.223640287,670.920861,0.001118201435,0.2225220856,0.1096433808,0.001118201435,0.0005591007175,0.05482169041
190,0.2254294093,676.2882279,0.001127147046,0.2243022623,0.1107705279,0.001127147046,0.0005635735232,0.05538526393
191,0.2272328446,681.6985337,0.001136164223,0.2260966803,0.1119066921,0.001136164223,0.0005680821114,0.05595334604
192,0.2290507073,687.152122,0.001145253537,0.2279054538,0.1130519456,0.001145253537,0.0005726267683,0.05652597281
193,0.230883113,692.649339,0.001154415565,0.2297286974,0.1142063612,0.001154415565,0.0005772077825,0.05710318059
194,0.2327301779,698.1905337,0.001163650889,0.231566527,0.1153700121,0.001163650889,0.0005818254447,0.05768500604
195,0.2345920193,703.7760579,0.001172960097,0.2334190592,0.1165429722,0.001172960097,0.0005864800483,0.05827148608
196,0.2364687555,709.4062664,0.001182343777,0.2352864117,0.1177253159,0.001182343777,0.0005911718887,0.05886265797
197,0.2383605055,715.0815165,0.001191802528,0.237168703,0.1189171185,0.001191802528,0.0005959012638,0.05945855924
198,0.2402673896,720.8021687,0.001201336948,0.2390660526,0.1201184554,0.001201336948,0.0006006684739,0.06005922771
199,0.2421895287,726.568586,0.001210947643,0.240978581,0.1213294031,0.001210947643,0.0006054738217,0.06066470153
200,0.2441270449,732.3811347,0.001220635225,0.2429064097,0.1225500383,0.001220635225,0.0006103176123,0.06127501914
201,0.2460800613,738.2401838,0.001230400306,0.244849661,0.1237804386,0.001230400306,0.0006152001532,0.0618902193
202,0.2480487018,744.1461053,0.001240243509,0.2468084582,0.1250206821,0.001240243509,0.0006201217544,0.06251034105
203,0.2500330914,750.0992741,0.001250165457,0.2487829259,0.1262708476,0.001250165457,0.0006250827284,0.06313542378
204,0.2520333561,756.1000683,0.00126016678,0.2507731893,0.1275310143,0.00126016678,0.0006300833902,0.06376550717
205,0.2540496229,762.1488688,0.001270248115,0.2527793748,0.1288012625,0.001270248115,0.0006351240574,0.06440063123
206,0.2560820199,768.2460598,0.0012804101,0.2548016098,0.1300816726,0.0012804101,0.0006402050498,0.06504083628
207,0.2581306761,774.3920283,0.00129065338,0.2568400227,0.1313723259,0.00129065338,0.0006453266902,0.06568616297
208,0.2601957215,780.5871645,0.001300978607,0.2588947429,0.1326733045,0.001300978607,0.0006504893037,0.06633665227
209,0.2622772873,786.8318618,0.001311386436,0.2609659008,0.133984691,0.001311386436,0.0006556932182,0.06699234549
210,0.2643755056,793.1265167,0.001321877528,0.263053628,0.1353065685,0.001321877528,0.0006609387639,0.06765328425
211,0.2664905096,799.4715288,0.001332452548,0.2651580571,0.1366390211,0.001332452548,0.000666226274,0.06831951053
212,0.2686224337,805.8673011,0.001343112168,0.2672793215,0.1379821332,0.001343112168,0.0006715560842,0.06899106661
213,0.2707714132,812.3142395,0.001353857066,0.2694175561,0.1393359903,0.001353857066,0.0006769285329,0.06966799514
214,0.2729375845,818.8127534,0.001364687922,0.2715728965,0.1407006782,0.001364687922,0.0006823439612,0.07035033911
215,0.2751210851,825.3632554,0.001375605426,0.2737454797,0.1420762836,0.001375605426,0.0006878027128,0.07103814182
216,0.2773220538,831.9661615,0.001386610269,0.2759354436,0.1434628939,0.001386610269,0.0006933051345,0.07173144695
217,0.2795406302,838.6218907,0.001397703151,0.2781429271,0.1448605971,0.001397703151,0.0006988515756,0.07243029853
218,0.2817769553,845.3308659,0.001408884776,0.2803680705,0.1462694818,0.001408884776,0.0007044423882,0.07313474092
219,0.2840311709,852.0935128,0.001420155855,0.2826110151,0.1476896377,0.001420155855,0.0007100779273,0.07384481884
220,0.2863034203,858.9102609,0.001431517102,0.2848719032,0.1491211548,0.001431517102,0.0007157585508,0.0745605774
221,0.2885938477,865.781543,0.001442969238,0.2871508784,0.150564124,0.001442969238,0.0007214846192,0.07528206201
222,0.2909025984,872.7077953,0.001454512992,0.2894480855,0.152018637,0.001454512992,0.0007272564961,0.07600931851
223,0.2932298192,879.6894577,0.001466149096,0.2917636701,0.1534847861,0.001466149096,0.0007330745481,0.07674239306
224,0.2955756578,886.7269734,0.001477878289,0.2940977795,0.1549626644,0.001477878289,0.0007389391445,0.0774813322
225,0.297940263,893.8207891,0.001489701315,0.2964505617,0.1564523657,0.001489701315,0.0007448506576,0.07822618286
226,0.3003237852,900.9713555,0.001501618926,0.2988221662,0.1579539846,0.001501618926,0.0007508094629,0.07897699232
227,0.3027263754,908.1791263,0.001513631877,0.3012127436,0.1594676165,0.001513631877,0.0007568159386,0.07973380826
228,0.3051481864,915.4445593,0.001525740932,0.3036224455,0.1609933575,0.001525740932,0.0007628704661,0.08049667873
229,0.3075893719,922.7681158,0.00153794686,0.3060514251,0.1625313043,0.00153794686,0.0007689734298,0.08126565216
230,0.3100500869,930.1502607,0.001550250435,0.3084998365,0.1640815548,0.001550250435,0.0007751252173,0.08204077738
231,0.3125304876,937.5914628,0.001562652438,0.3109678352,0.1656442072,0.001562652438,0.000781326219,0.08282210359
232,0.3150307315,945.0921945,0.001575153658,0.3134555778,0.1672193608,0.001575153658,0.0007875768288,0.08360968042
233,0.3175509774,952.6529321,0.001587754887,0.3159632225,0.1688071157,0.001587754887,0.0007938774434,0.08440355787
234,0.3200913852,960.2741555,0.001600456926,0.3184909282,0.1704075727,0.001600456926,0.0008002284629,0.08520378633
235,0.3226521163,967.9563488,0.001613260581,0.3210388557,0.1720208332,0.001613260581,0.0008066302906,0.08601041662
236,0.3252333332,975.6999996,0.001626166666,0.3236071665,0.1736469999,0.001626166666,0.000813083333,0.08682349995
